,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
14796,b,gucci,tote bag,bag,12,228.99,bamboo suede tote bag black leather  suede bamboo handbag 
14797,b+,gucci,satchel,bag,10,205.58,bamboo leather satchel black leather  calf bamboo satchel 
14798,b,gucci,shoulder bag,bag,10,100.75,canvas jackie shoulder bag brown fabric  canvas jackie  
14799,b,gucci,hobo bag,bag,11,84.47,leather hobo bag black leather  calf calf leather shoulder
14800,b,gucci,shoulder bag,bag,8,95.67,gg canvas jackie shoulder bag black fabric  canvas gg canvas jackie
14801,b+,gucci,shoulder bag,bag,8,205.58,leather shoulder bag dark brown leather  calf calf leather shoulder
14802,b,gucci,baguette,bag,7,164.87,leather baguette black leather  calf calf leather baguette
14803,b+,gucci,tote bag,bag,9,170.98,gg canvas twin tote bag brown fabric  canvas gg canvas twins
14804,b,gucci,tote bag,bag,11,106.86,gg canvas tote bag brown fabric  canvas gg canvas tote
14805,ab,gucci,shoulder bag,bag,8,135.36,gg canvas d-ring shoulder bag brown fabric  canvas abbey gg canvas
14806,b,hermes,handbag,bag,28,3083.68,kelly sellier box 28 black leather  calf box kelly sellier
14807,ab,loewe,handbag,bag,6,130.27,sender leather handbag beige leather  calf senda  
14808,b,louis vuitton,boston bag,bag,30,91.59,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14809,b+,louis vuitton,crossbody bag,bag,gm,152.66,monogram pochette twin gm brown fabric  coated canvas monogram pochette twin
14810,b+,louis vuitton,tote bag,bag,12,111.95,monogram babylone brown fabric  coated canvas monogram babylone 
14811,ab,louis vuitton,tote bag,bag,15,203.54,damier ebene sac plat pm brown fabric  coated canvas damier ebene sac
14812,b+,louis vuitton,crossbody bag,bag,gm,203.54,monogram sac gibeciere gm brown fabric  coated canvas monogram sac gibeciere
14813,ab,louis vuitton,handbag,bag,15,234.07,mini lin romance hobo bag dark brown fabric  canvas monogram mini lin
14814,ab,louis vuitton,shoulder bag,bag,8,254.43,monogram glace charly shoulder bag dark brown leather  calf monogram glace charly
14815,ab,louis vuitton,shoulder bag,bag,6,397.93,monogram musette tango short strap brown fabric  coated canvas monogram musette tango
14816,b,louis vuitton,boston bag,bag,25,380.63,monogram speedy 25 brown fabric  coated canvas monogram speedy 
14817,ab,louis vuitton,boston bag,bag,40,380.63,monogram speedy 40 brown fabric  coated canvas monogram speedy 
14818,b+,louis vuitton,boston bag,bag,30,357.22,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14819,ab,louis vuitton,travel bag,bag,55,531.25,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14820,ab,louis vuitton,travel bag,bag,55,520.05,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14821,b+,louis vuitton,travel bag,bag,55,508.86,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14822,b+,louis vuitton,travel bag,bag,55,496.65,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14823,b+,louis vuitton,shoulder bag,bag,10,333.81,monogram musette salsa short strap brown fabric  coated canvas monogram musette salsa
14824,b,louis vuitton,boston bag,bag,30,333.81,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14825,b+,louis vuitton,travel bag,bag,40,327.7,monogram speedy 40 brown fabric  coated canvas monogram speedy 
14826,b+,louis vuitton,tote bag,bag,12,485.45,monogram cabas alto brown fabric  coated canvas monogram cabas alto
14827,b+,louis vuitton,handbag,bag,pm,485.45,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
14828,b+,louis vuitton,travel bag,bag,50,449.83,monogram keepall 50 brown fabric  coated canvas monogram keepall 
14829,b+,louis vuitton,travel bag,bag,50,426.42,monogram keepall 50 brown fabric  coated canvas monogram keepall 
14830,b+,louis vuitton,shoulder bag,bag,gm,280.89,monogram pochette twin gm brown fabric  coated canvas monogram pochette twin
14831,b+,louis vuitton,handbag,bag,pm,269.7,monogram alma pm brown fabric  coated canvas monogram alma 
14832,b,louis vuitton,handbag,bag,pm,258.5,monogram alma pm brown fabric  coated canvas monogram alma 
14833,b+,louis vuitton,handbag,bag,pm,246.29,monogram alma pm brown fabric  coated canvas monogram alma 
14834,b+,louis vuitton,crossbody bag,bag,10,304.3,monogram musette salsa short strap brown fabric  coated canvas monogram musette salsa
14835,b,louis vuitton,tote bag,bag,16,299.21,monogram cabas mezzo brown fabric  canvas monogram luco 
14836,b,louis vuitton,boston bag,bag,25,299.21,monogram speedy 25 brown fabric  coated canvas monogram speedy 
14837,b+,louis vuitton,boston bag,bag,30,299.21,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14838,b+,louis vuitton,tote bag,bag,gm,310.4,monogram vavin gm brown fabric  coated canvas monogram vavin 
14839,b+,louis vuitton,boston bag,bag,30,310.4,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14840,b,louis vuitton,tote bag,bag,9,310.4,monogram cabas piano brown fabric  coated canvas monogram cabas piano
14841,b+,louis vuitton,handbag,bag,35,304.3,monogram speedy 35 brown fabric  coated canvas monogram speedy 
14842,b+,louis vuitton,shoulder bag,bag,9,321.6,monogram cabas piano brown fabric  coated canvas monogram cabas piano
14843,b+,louis vuitton,boston bag,bag,35,321.6,monogram speedy 35 brown fabric  coated canvas monogram speedy 
14844,b,louis vuitton,handbag,bag,pm,321.6,monogram alma pm brown fabric  coated canvas monogram alma 
14845,b+,louis vuitton,handbag,bag,25,316.51,monogram speedy 25 brown fabric  coated canvas monogram speedy 
14846,ab,louis vuitton,handbag,bag,30,321.6,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14847,ab,louis vuitton,handbag,bag,mm,305.32,multicolore judy mm white fabric  coated canvas monogram multicolore judy
14848,b+,louis vuitton,shoulder bag,bag,gm,173.01,epi passy gm black leather  calf epi passy 
14849,ab,louis vuitton,backpack,bag,mm,578.06,monogram mini montsouris brown fabric  coated canvas monogram montsouris 
14850,ab,louis vuitton,clutch bag,bag,11,228.99,monogram poche documents portfolio brown fabric  coated canvas monogram poche-documents portfolio
14851,b+,louis vuitton,handbag,bag,pm,275.8,epi passy pm red leather  calf epi passy 
14852,ab,louis vuitton,boston bag,bag,25,391.82,monogram speedy 25 brown fabric  coated canvas monogram speedy 
14853,b+,louis vuitton,boston bag,bag,35,293.1,monogram speedy 35 brown fabric  coated canvas monogram speedy 
14854,ab,louis vuitton,travel bag,bag,mm,496.65,monogram keepall 55 light gray fabric  canvas monogram idylle neverfull
14855,ab,louis vuitton,travel bag,bag,55,426.42,monogram keepall bandouliere 55 brown fabric  coated canvas monogram keepall bandouliere
14856,b+,louis vuitton,travel bag,bag,45,380.63,epi keepall 45 black leather  calf epi keepall 
14857,b+,louis vuitton,tote bag,bag,12,438.64,monogram cabas alto brown fabric  coated canvas monogram cabas alto
14858,b+,louis vuitton,tote bag,bag,48,357.22,monogram sac shopping 48 brown fabric  coated canvas monogram sac shopping
14859,b,louis vuitton,travel bag,bag,55,485.45,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14860,b+,louis vuitton,travel bag,bag,55,368.41,monogram keepall 55 brown fabric  coated canvas monogram keepall 
14861,ab,louis vuitton,travel bag,bag,45,449.83,epi keepall 45 black leather  calf epi keepall 
14862,ab,louis vuitton,shoulder bag,bag,gm,310.4,monogram looping gm brown canvas  monogram looping 
14863,b+,louis vuitton,shoulder bag,bag,gm,287.0,monogram looping gm brown canvas  monogram looping 
14864,ab,louis vuitton,shoulder bag,bag,12,368.41,epi lussac black leather  calf epi lussac 
14865,b+,louis vuitton,shoulder bag,bag,pm,263.59,monogram reporter pm brown fabric  coated canvas monogram reporter 
14866,ab,louis vuitton,tote bag,bag,gm,449.83,monogram vavin gm brown fabric  coated canvas monogram vavin 
14867,b+,louis vuitton,tote bag,bag,gm,438.64,monogram vavin gm brown fabric  coated canvas monogram vavin 
14868,b+,louis vuitton,handbag,bag,pm,299.21,monogram alma pm brown fabric  coated canvas monogram alma 
14869,b+,louis vuitton,handbag,bag,12,263.59,monogram deauville dark brown fabric  coated canvas monogram deauville 
14870,ab,louis vuitton,handbag,bag,12,345.01,monogram deauville dark brown fabric  coated canvas monogram deauville 
14871,b+,louis vuitton,handbag,bag,9,293.1,monogram trouville brown fabric  coated canvas monogram trouville 
14872,b+,louis vuitton,shoulder bag,bag,30,368.41,monogram saumur 30 brown fabric  coated canvas monogram saumur 
14873,b+,louis vuitton,handbag,bag,pm,280.89,epi saint jacques pm short strap red leather  calf epi saint jacques
14874,b+,louis vuitton,tote bag,bag,pm,397.93,monogram vavin pm brown fabric  coated canvas monogram vavin 
14875,b+,louis vuitton,tote bag,bag,9,280.89,monogram cabas piano brown fabric  coated canvas monogram cabas piano
14876,b+,louis vuitton,tote bag,bag,9,321.6,monogram cabas piano brown fabric  coated canvas monogram cabas piano
14877,ab,louis vuitton,handbag,bag,pm,648.29,epi alma pm black leather  calf epi alma 
14878,ab,louis vuitton,handbag,bag,pm,310.4,vernis bellevue pm handbag purple leather  patent monogram vernis bellevue
14879,ab,louis vuitton,handbag,bag,pm,188.28,vernis reade pm red leather  patent monogram vernis reade
14880,b+,louis vuitton,travel bag,bag,45,357.22,epi keepall 45 red leather  calf epi keepall 
14881,b+,louis vuitton,crossbody bag,bag,35,293.1,monogram saumur 35 brown fabric  coated canvas monogram saumur 
14882,ab,louis vuitton,handbag,bag,pm,310.4,epi segur pm black leather  calf epi segur 
14883,b+,louis vuitton,travel bag,bag,40,293.1,monogram speedy 40 brown fabric  coated canvas monogram speedy 
14884,b+,louis vuitton,travel bag,bag,40,391.82,monogram speedy 40 brown fabric  coated canvas monogram speedy 
14885,b,louis vuitton,boston bag,bag,30,299.21,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14886,b+,louis vuitton,boston bag,bag,30,287.0,monogram speedy 30 brown fabric  coated canvas monogram speedy 
14887,ab,louis vuitton,boston bag,bag,25,391.82,monogram speedy 25 brown fabric  coated canvas monogram speedy 
14888,ab,louis vuitton,travel bag,bag,45,391.82,monogram sirius 45 brown fabric  coated canvas monogram sirius 24
14889,ab,louis vuitton,handbag,bag,pm,444.74,monogram ellipse pm brown fabric  coated canvas monogram ellipse 
14890,ab,louis vuitton,handbag,bag,12,345.01,monogram deauville dark brown fabric  coated canvas monogram deauville 
14891,ab,louis vuitton,travel bag,bag,45,485.45,epi keepall 45 black leather  calf epi keepall 
14892,b+,louis vuitton,bucket bag,bag,gm,321.6,bucket gm monogram brown fabric  coated canvas monogram bucket 
14893,b+,louis vuitton,shoulder bag,bag,8,162.83,vernis thompson street light gray leather  patent monogram vernis thompson
14894,ab,louis vuitton,crossbody bag,bag,gm,437.62,vernis bellflower gm white leather  patent monogram vernis bellflower
14895,b,louis vuitton,handbag,bag,7,335.85,denim pleaty blue fabric  denim monogram pleaty 
14896,ab,louis vuitton,crossbody bag,bag,9,335.85,damier geant citadin pm black fabric  coated canvas damier geant citadin
14897,b+,louis vuitton,crossbody bag,bag,mm,284.96,monogram gibeciere mm brown fabric  coated canvas monogram sac gibeciere
14898,ab,louis vuitton,handbag,bag,pm,437.62,epi pont neuf pm red leather  calf epi pont-neuf 
14902,ab,mcm,belt bag,bag,6,101.77,visetos belt bag black leather  calf visetos belt bag
14903,b+,mcm,boston bag,bag,8,112.97,visetos leather boston bag brown fabric  coated canvas visetos boston 
14904,b,mcm,shoulder bag,bag,10,112.97,visetos leather shoulder bag brown leather  calf visetos shoulder bag
14905,b+,mcm,tote bag,bag,10,112.97,leather visetos tote bag brown leather  calf visetos shoulder bag
14906,ab,mcm,shoulder bag,bag,5,153.68,visetos leather shoulder bag brown fabric  coated canvas visetos baguette 
14907,b+,miu miu,satchel,bag,6,135.36,leather satchel bag brown leather  calf bow coffer 
14908,b+,prada,shoulder bag,bag,8,158.76,leather shoulder bag black fabric  nylon tessuto shoulder bag
14909,b+,prada,handbag,bag,9,235.09,leather handbag black leather  calf cervo handbag 
14910,b+,prada,handbag,bag,6,188.28,leather easy handbag black fabric  nylon tessuto easy 
14911,b+,prada,shoulder bag,bag,8,55.97,nylon shoulder bag black fabric  nylon vela shoulder bag
14912,ab,prada,tote bag,bag,13,263.59,canapa neoprene tote bag red fabric  others canapa tote 
14913,b+,prada,shoulder bag,bag,10,153.68,vitello daino shoulder bag white leather  calf vitello daino shoulder
14914,b,prada,shoulder bag,bag,8,84.47,leather shoulder bag light brown leather  calf calf leather shoulder
14915,ab,ysl,handbag,bag,8,194.38,patent leather easy handbag gray leather  patent easy y 
14916,ab,ysl,shoulder bag,bag,13,89.56,leather sac metropolis dark brown leather  calf metropolis tribute 
14917,b+,chanel,crossbody bag,bag,small,1750.0,small leather gabrielle crossbody bronze leather  calf timeless chanel's gabrielle
14918,ab,hermes,satchel,bag,31,900.0,canvas herbag zip 31 black fabric  canvas herbag zip 
14919,b+,balenciaga,satchel,bag,9,250.0,leather motocross giant city black leather  lambskin motocross city giant
14920,b,ysl,handbag,bag,medium,550.0,medium leather sac de jour red leather  calf sac de jour
14921,ab,gucci,handbag,bag,10,850.0,medium leather rebelle handbag black leather  calf animalier re(belle) handbag
14922,ab,ysl,backpack,bag,13,750.0,medium loulou monogram backpack black leather  calf loulou  
14923,a+,hermes,satchel,bag,pm,1107.67,canvas herbag pm dark red fabric  canvas herbag  
14924,ab,louis vuitton,long wallets,slg,5,415.37,monogram zippy retiro wallet brown fabric  coated canvas monogram retiro zippy
14925,b,gucci,satchel,bag,8,276.92,gg supreme satchel brown fabric  coated canvas gg supreme satchel
14926,a,louis vuitton,satchel,bag,mm,415.37,neo cabby mm blue fabric  denim monogram neo cabby
14927,b+,louis vuitton,belt bag,bag,5,424.6,damier ebene geronimos brown fabric  coated canvas damier ebene geronimos
14929,b+,chanel,crossbody bag,bag,medium,1384.58,lambskin diana flap black leather  lambskin diana  
14930,b+,louis vuitton,pouch,slg,28,153.19,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
14931,ab,louis vuitton,tote bag,bag,mm,179.04,vernis reade mm bronze leather  patent monogram vernis reade
14932,ab,louis vuitton,handbag,bag,pm,226.1,epi saint jacques pm short strap yellow leather  calf epi saint jacques
14933,b,louis vuitton,travel bag,bag,55,526.12,monogram keepall bandouliere 55 brown fabric  coated canvas monogram keepall bandouliere
14934,b,louis vuitton,crossbody bag,bag,8,257.31,monogram danube brown canvas  monogram danube 
14935,ab,gucci,baguette,bag,4,98.06,gg canvas boat brown fabric  canvas gg canvas boat
14936,ab,gucci,shoulder bag,bag,8,178.85,gg denim abbey d-ring shoulder bag dark blue fabric  canvas abbey shoulder bag
14937,b+,louis vuitton,shoulder bag,bag,pm,330.69,monogram denim baggy pm blue fabric  denim monogram baggy 
14938,b+,louis vuitton,tote bag,bag,pm,276.72,monogram petit bucket brown fabric  coated canvas monogram bucket 
14939,ab,louis vuitton,crossbody bag,bag,8,277.71,monogram danube brown canvas  monogram danube 
14940,ab,gucci,hobo bag,bag,8,178.85,canvas reins hobo bag black fabric  canvas reins shoulder bag
14941,b,louis vuitton,crossbody bag,bag,8,279.63,monogram danube brown canvas  monogram danube 
14942,ab,gucci,crossbody bag,bag,13,116.04,gg canvas crossbody bag gray fabric  canvas gg canvas crossbody
14943,b+,gucci,tote bag,bag,13,161.7,gg canvas gifford tote bag black fabric  canvas gg canvas gifford
